Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Educational Attainment Distribution"
"De facto population by level of educational attainment in a country or region, classified by sex and by five-year age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Education","Distribution"
"SSP3","Zambia",2060,"90--94","Female","Lower Secondary",15.9
"SSP3","Zambia",2065,"90--94","Female","Lower Secondary",17.6
"SSP3","Zambia",2070,"90--94","Female","Lower Secondary",18.1
"SSP3","Zambia",2075,"90--94","Female","Lower Secondary",20.3
"SSP3","Zambia",2015,"95--99","Female","Lower Secondary",0.2
"SSP3","Zambia",2020,"95--99","Female","Lower Secondary",0.4
"SSP3","Zambia",2025,"95--99","Female","Lower Secondary",0.7
"SSP3","Zambia",2030,"95--99","Female","Lower Secondary",1.2
"SSP3","Zambia",2035,"95--99","Female","Lower Secondary",2.3
"SSP3","Zambia",2040,"95--99","Female","Lower Secondary",4
"SSP3","Zambia",2045,"95--99","Female","Lower Secondary",6.5
"SSP3","Zambia",2050,"95--99","Female","Lower Secondary",9.4
"SSP3","Zambia",2055,"95--99","Female","Lower Secondary",12.1
"SSP3","Zambia",2060,"95--99","Female","Lower Secondary",14.4
"SSP3","Zambia",2065,"95--99","Female","Lower Secondary",16
"SSP3","Zambia",2070,"95--99","Female","Lower Secondary",17.7
"SSP3","Zambia",2075,"95--99","Female","Lower Secondary",18.2
"SSP3","Zambia",2015,"100+","Female","Lower Secondary",1.4
"SSP3","Zambia",2020,"100+","Female","Lower Secondary",0.3
"SSP3","Zambia",2025,"100+","Female","Lower Secondary",0.4
"SSP3","Zambia",2030,"100+","Female","Lower Secondary",0.7
"SSP3","Zambia",2035,"100+","Female","Lower Secondary",1.2
"SSP3","Zambia",2040,"100+","Female","Lower Secondary",2.2
"SSP3","Zambia",2045,"100+","Female","Lower Secondary",3.9
"SSP3","Zambia",2050,"100+","Female","Lower Secondary",6.3
"SSP3","Zambia",2055,"100+","Female","Lower Secondary",9.2
"SSP3","Zambia",2060,"100+","Female","Lower Secondary",12
"SSP3","Zambia",2065,"100+","Female","Lower Secondary",14.3
"SSP3","Zambia",2070,"100+","Female","Lower Secondary",16
"SSP3","Zambia",2075,"100+","Female","Lower Secondary",17.7
"SSP3","Zambia",2015,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2020,"15--19","Both","Upper Secondary",9.6
"SSP3","Zambia",2025,"15--19","Both","Upper Secondary",9.6
"SSP3","Zambia",2030,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2035,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2040,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2045,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2050,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2055,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2060,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2065,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2070,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2075,"15--19","Both","Upper Secondary",9.5
"SSP3","Zambia",2015,"20--24","Both","Upper Secondary",20.7
"SSP3","Zambia",2020,"20--24","Both","Upper Secondary",21.3
"SSP3","Zambia",2025,"20--24","Both","Upper Secondary",21.3
"SSP3","Zambia",2030,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2035,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2040,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2045,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2050,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2055,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2060,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2065,"20--24","Both","Upper Secondary",21.2
"SSP3","Zambia",2070,"20--24","Both","Upper Secondary",21.3
"SSP3","Zambia",2075,"20--24","Both","Upper Secondary",21.3
"SSP3","Zambia",2015,"25--29","Both","Upper Secondary",15.9
"SSP3","Zambia",2020,"25--29","Both","Upper Secondary",17
"SSP3","Zambia",2025,"25--29","Both","Upper Secondary",17.4
"SSP3","Zambia",2030,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2035,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2040,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2045,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2050,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2055,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2060,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2065,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2070,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2075,"25--29","Both","Upper Secondary",17.3
"SSP3","Zambia",2015,"30--34","Both","Upper Secondary",12.2
"SSP3","Zambia",2020,"30--34","Both","Upper Secondary",13.6
"SSP3","Zambia",2025,"30--34","Both","Upper Secondary",14.4
"SSP3","Zambia",2030,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2035,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2040,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2045,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2050,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2055,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2060,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2065,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2070,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2075,"30--34","Both","Upper Secondary",14.7
"SSP3","Zambia",2015,"35--39","Both","Upper Secondary",10.1
"SSP3","Zambia",2020,"35--39","Both","Upper Secondary",12.4
"SSP3","Zambia",2025,"35--39","Both","Upper Secondary",13.7
"SSP3","Zambia",2030,"35--39","Both","Upper Secondary",14.4
"SSP3","Zambia",2035,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2040,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2045,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2050,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2055,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2060,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2065,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2070,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2075,"35--39","Both","Upper Secondary",14.8
"SSP3","Zambia",2015,"40--44","Both","Upper Secondary",8.5
"SSP3","Zambia",2020,"40--44","Both","Upper Secondary",10.2
"SSP3","Zambia",2025,"40--44","Both","Upper Secondary",12.4
"SSP3","Zambia",2030,"40--44","Both","Upper Secondary",13.8
"SSP3","Zambia",2035,"40--44","Both","Upper Secondary",14.5
"SSP3","Zambia",2040,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2045,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2050,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2055,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2060,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2065,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2070,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2075,"40--44","Both","Upper Secondary",14.8
"SSP3","Zambia",2015,"45--49","Both","Upper Secondary",7.4
"SSP3","Zambia",2020,"45--49","Both","Upper Secondary",8.5
"SSP3","Zambia",2025,"45--49","Both","Upper Secondary",10.2
"SSP3","Zambia",2030,"45--49","Both","Upper Secondary",12.5
"SSP3","Zambia",2035,"45--49","Both","Upper Secondary",13.9
"SSP3","Zambia",2040,"45--49","Both","Upper Secondary",14.6
"SSP3","Zambia",2045,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2050,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2055,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2060,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2065,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2070,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2075,"45--49","Both","Upper Secondary",14.9
"SSP3","Zambia",2015,"50--54","Both","Upper Secondary",6.5
"SSP3","Zambia",2020,"50--54","Both","Upper Secondary",7.4
"SSP3","Zambia",2025,"50--54","Both","Upper Secondary",8.6
"SSP3","Zambia",2030,"50--54","Both","Upper Secondary",10.3
"SSP3","Zambia",2035,"50--54","Both","Upper Secondary",12.5
"SSP3","Zambia",2040,"50--54","Both","Upper Secondary",13.9
"SSP3","Zambia",2045,"50--54","Both","Upper Secondary",14.6
"SSP3","Zambia",2050,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2055,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2060,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2065,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2070,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2075,"50--54","Both","Upper Secondary",14.9
"SSP3","Zambia",2015,"55--59","Both","Upper Secondary",5.6
"SSP3","Zambia",2020,"55--59","Both","Upper Secondary",6.5
"SSP3","Zambia",2025,"55--59","Both","Upper Secondary",7.5
"SSP3","Zambia",2030,"55--59","Both","Upper Secondary",8.6
"SSP3","Zambia",2035,"55--59","Both","Upper Secondary",10.3
"SSP3","Zambia",2040,"55--59","Both","Upper Secondary",12.6
"SSP3","Zambia",2045,"55--59","Both","Upper Secondary",14
"SSP3","Zambia",2050,"55--59","Both","Upper Secondary",14.7
"SSP3","Zambia",2055,"55--59","Both","Upper Secondary",15
"SSP3","Zambia",2060,"55--59","Both","Upper Secondary",15
"SSP3","Zambia",2065,"55--59","Both","Upper Secondary",15
"SSP3","Zambia",2070,"55--59","Both","Upper Secondary",15
"SSP3","Zambia",2075,"55--59","Both","Upper Secondary",15
"SSP3","Zambia",2015,"60--64","Both","Upper Secondary",5.2
"SSP3","Zambia",2020,"60--64","Both","Upper Secondary",5.7
"SSP3","Zambia",2025,"60--64","Both","Upper Secondary",6.6
"SSP3","Zambia",2030,"60--64","Both","Upper Secondary",7.5
"SSP3","Zambia",2035,"60--64","Both","Upper Secondary",8.7
"SSP3","Zambia",2040,"60--64","Both","Upper Secondary",10.4
"SSP3","Zambia",2045,"60--64","Both","Upper Secondary",12.7
"SSP3","Zambia",2050,"60--64","Both","Upper Secondary",14.1
"SSP3","Zambia",2055,"60--64","Both","Upper Secondary",14.8
"SSP3","Zambia",2060,"60--64","Both","Upper Secondary",15.1
"SSP3","Zambia",2065,"60--64","Both","Upper Secondary",15.1
"SSP3","Zambia",2070,"60--64","Both","Upper Secondary",15.1
"SSP3","Zambia",2075,"60--64","Both","Upper Secondary",15.1
"SSP3","Zambia",2015,"65--69","Both","Upper Secondary",4.3
"SSP3","Zambia",2020,"65--69","Both","Upper Secondary",5.2
"SSP3","Zambia",2025,"65--69","Both","Upper Secondary",5.7
"SSP3","Zambia",2030,"65--69","Both","Upper Secondary",6.6
"SSP3","Zambia",2035,"65--69","Both","Upper Secondary",7.5
"SSP3","Zambia",2040,"65--69","Both","Upper Secondary",8.7
"SSP3","Zambia",2045,"65--69","Both","Upper Secondary",10.5
"SSP3","Zambia",2050,"65--69","Both","Upper Secondary",12.8
"SSP3","Zambia",2055,"65--69","Both","Upper Secondary",14.2
"SSP3","Zambia",2060,"65--69","Both","Upper Secondary",14.9
"SSP3","Zambia",2065,"65--69","Both","Upper Secondary",15.2
"SSP3","Zambia",2070,"65--69","Both","Upper Secondary",15.2
"SSP3","Zambia",2075,"65--69","Both","Upper Secondary",15.2
"SSP3","Zambia",2015,"70--74","Both","Upper Secondary",3.4
"SSP3","Zambia",2020,"70--74","Both","Upper Secondary",4.4
"SSP3","Zambia",2025,"70--74","Both","Upper Secondary",5.3
"SSP3","Zambia",2030,"70--74","Both","Upper Secondary",5.8
"SSP3","Zambia",2035,"70--74","Both","Upper Secondary",6.7
"SSP3","Zambia",2040,"70--74","Both","Upper Secondary",7.6
"SSP3","Zambia",2045,"70--74","Both","Upper Secondary",8.8
"SSP3","Zambia",2050,"70--74","Both","Upper Secondary",10.6
"SSP3","Zambia",2055,"70--74","Both","Upper Secondary",12.9
"SSP3","Zambia",2060,"70--74","Both","Upper Secondary",14.3
"SSP3","Zambia",2065,"70--74","Both","Upper Secondary",15
"SSP3","Zambia",2070,"70--74","Both","Upper Secondary",15.4
"SSP3","Zambia",2075,"70--74","Both","Upper Secondary",15.4
"SSP3","Zambia",2015,"75--79","Both","Upper Secondary",2.6
"SSP3","Zambia",2020,"75--79","Both","Upper Secondary",3.5
"SSP3","Zambia",2025,"75--79","Both","Upper Secondary",4.4
"SSP3","Zambia",2030,"75--79","Both","Upper Secondary",5.3
"SSP3","Zambia",2035,"75--79","Both","Upper Secondary",5.9
"SSP3","Zambia",2040,"75--79","Both","Upper Secondary",6.8
"SSP3","Zambia",2045,"75--79","Both","Upper Secondary",7.7
"SSP3","Zambia",2050,"75--79","Both","Upper Secondary",8.9
"SSP3","Zambia",2055,"75--79","Both","Upper Secondary",10.7
"SSP3","Zambia",2060,"75--79","Both","Upper Secondary",13.1
"SSP3","Zambia",2065,"75--79","Both","Upper Secondary",14.5
"SSP3","Zambia",2070,"75--79","Both","Upper Secondary",15.2
"SSP3","Zambia",2075,"75--79","Both","Upper Secondary",15.5
"SSP3","Zambia",2015,"80--84","Both","Upper Secondary",2
"SSP3","Zambia",2020,"80--84","Both","Upper Secondary",2.7
"SSP3","Zambia",2025,"80--84","Both","Upper Secondary",3.5
"SSP3","Zambia",2030,"80--84","Both","Upper Secondary",4.5
"SSP3","Zambia",2035,"80--84","Both","Upper Secondary",5.4
"SSP3","Zambia",2040,"80--84","Both","Upper Secondary",5.9
"SSP3","Zambia",2045,"80--84","Both","Upper Secondary",6.9
"SSP3","Zambia",2050,"80--84","Both","Upper Secondary",7.8
"SSP3","Zambia",2055,"80--84","Both","Upper Secondary",9
"SSP3","Zambia",2060,"80--84","Both","Upper Secondary",10.8
"SSP3","Zambia",2065,"80--84","Both","Upper Secondary",13.2
"SSP3","Zambia",2070,"80--84","Both","Upper Secondary",14.7
"SSP3","Zambia",2075,"80--84","Both","Upper Secondary",15.4
"SSP3","Zambia",2015,"85--89","Both","Upper Secondary",1.4
"SSP3","Zambia",2020,"85--89","Both","Upper Secondary",2
"SSP3","Zambia",2025,"85--89","Both","Upper Secondary",2.7
"SSP3","Zambia",2030,"85--89","Both","Upper Secondary",3.5
"SSP3","Zambia",2035,"85--89","Both","Upper Secondary",4.5
"SSP3","Zambia",2040,"85--89","Both","Upper Secondary",5.4
"SSP3","Zambia",2045,"85--89","Both","Upper Secondary",5.9
"SSP3","Zambia",2050,"85--89","Both","Upper Secondary",6.9
"SSP3","Zambia",2055,"85--89","Both","Upper Secondary",7.8
"SSP3","Zambia",2060,"85--89","Both","Upper Secondary",9
"SSP3","Zambia",2065,"85--89","Both","Upper Secondary",10.9
"SSP3","Zambia",2070,"85--89","Both","Upper Secondary",13.3
"SSP3","Zambia",2075,"85--89","Both","Upper Secondary",14.8
"SSP3","Zambia",2015,"90--94","Both","Upper Secondary",0.9
"SSP3","Zambia",2020,"90--94","Both","Upper Secondary",1.4
"SSP3","Zambia",2025,"90--94","Both","Upper Secondary",1.9
"SSP3","Zambia",2030,"90--94","Both","Upper Secondary",2.6
"SSP3","Zambia",2035,"90--94","Both","Upper Secondary",3.4
"SSP3","Zambia",2040,"90--94","Both","Upper Secondary",4.3
"SSP3","Zambia",2045,"90--94","Both","Upper Secondary",5.3
"SSP3","Zambia",2050,"90--94","Both","Upper Secondary",5.8
"SSP3","Zambia",2055,"90--94","Both","Upper Secondary",6.8
"SSP3","Zambia",2060,"90--94","Both","Upper Secondary",7.7
"SSP3","Zambia",2065,"90--94","Both","Upper Secondary",8.9
"SSP3","Zambia",2070,"90--94","Both","Upper Secondary",10.8
"SSP3","Zambia",2075,"90--94","Both","Upper Secondary",13.3
"SSP3","Zambia",2015,"95--99","Both","Upper Secondary",0.6
"SSP3","Zambia",2020,"95--99","Both","Upper Secondary",0.8
"SSP3","Zambia",2025,"95--99","Both","Upper Secondary",1.2
"SSP3","Zambia",2030,"95--99","Both","Upper Secondary",1.7
"SSP3","Zambia",2035,"95--99","Both","Upper Secondary",2.4
"SSP3","Zambia",2040,"95--99","Both","Upper Secondary",3.2
"SSP3","Zambia",2045,"95--99","Both","Upper Secondary",4.1
"SSP3","Zambia",2050,"95--99","Both","Upper Secondary",5
"SSP3","Zambia",2055,"95--99","Both","Upper Secondary",5.6
"SSP3","Zambia",2060,"95--99","Both","Upper Secondary",6.5
"SSP3","Zambia",2065,"95--99","Both","Upper Secondary",7.4
"SSP3","Zambia",2070,"95--99","Both","Upper Secondary",8.6
"SSP3","Zambia",2075,"95--99","Both","Upper Secondary",10.4
"SSP3","Zambia",2015,"100+","Both","Upper Secondary",2.1
"SSP3","Zambia",2020,"100+","Both","Upper Secondary",0.6
"SSP3","Zambia",2025,"100+","Both","Upper Secondary",0.7
"SSP3","Zambia",2030,"100+","Both","Upper Secondary",1.1
"SSP3","Zambia",2035,"100+","Both","Upper Secondary",1.5
"SSP3","Zambia",2040,"100+","Both","Upper Secondary",2.1
"SSP3","Zambia",2045,"100+","Both","Upper Secondary",2.9
"SSP3","Zambia",2050,"100+","Both","Upper Secondary",3.8
"SSP3","Zambia",2055,"100+","Both","Upper Secondary",4.7
"SSP3","Zambia",2060,"100+","Both","Upper Secondary",5.2
"SSP3","Zambia",2065,"100+","Both","Upper Secondary",6.1
"SSP3","Zambia",2070,"100+","Both","Upper Secondary",7
"SSP3","Zambia",2075,"100+","Both","Upper Secondary",8.1
"SSP3","Zambia",2015,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2020,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2025,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2030,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2035,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2040,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2045,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2050,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2055,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2060,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2065,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2070,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2075,"15--19","Male","Upper Secondary",9.6
"SSP3","Zambia",2015,"20--24","Male","Upper Secondary",23.2
"SSP3","Zambia",2020,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2025,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2030,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2035,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2040,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2045,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2050,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2055,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2060,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2065,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2070,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2075,"20--24","Male","Upper Secondary",23.6
"SSP3","Zambia",2015,"25--29","Male","Upper Secondary",19.2
"SSP3","Zambia",2020,"25--29","Male","Upper Secondary",19.9
"SSP3","Zambia",2025,"25--29","Male","Upper Secondary",20.2
"SSP3","Zambia",2030,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2035,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2040,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2045,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2050,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2055,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2060,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2065,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2070,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2075,"25--29","Male","Upper Secondary",20.1
"SSP3","Zambia",2015,"30--34","Male","Upper Secondary",15.8
"SSP3","Zambia",2020,"30--34","Male","Upper Secondary",16.8
"SSP3","Zambia",2025,"30--34","Male","Upper Secondary",17.2
"SSP3","Zambia",2030,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2035,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2040,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2045,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2050,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2055,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2060,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2065,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2070,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2075,"30--34","Male","Upper Secondary",17.5
"SSP3","Zambia",2015,"35--39","Male","Upper Secondary",14.1
"SSP3","Zambia",2020,"35--39","Male","Upper Secondary",16
"SSP3","Zambia",2025,"35--39","Male","Upper Secondary",16.9
"SSP3","Zambia",2030,"35--39","Male","Upper Secondary",17.3
"SSP3","Zambia",2035,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2040,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2045,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2050,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2055,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2060,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2065,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2070,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2075,"35--39","Male","Upper Secondary",17.6
"SSP3","Zambia",2015,"40--44","Male","Upper Secondary",12.4
"SSP3","Zambia",2020,"40--44","Male","Upper Secondary",14.3
"SSP3","Zambia",2025,"40--44","Male","Upper Secondary",16.1
"SSP3","Zambia",2030,"40--44","Male","Upper Secondary",17
"SSP3","Zambia",2035,"40--44","Male","Upper Secondary",17.5
"SSP3","Zambia",2040,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2045,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2050,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2055,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2060,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2065,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2070,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2075,"40--44","Male","Upper Secondary",17.7
"SSP3","Zambia",2015,"45--49","Male","Upper Secondary",11
"SSP3","Zambia",2020,"45--49","Male","Upper Secondary",12.5
"SSP3","Zambia",2025,"45--49","Male","Upper Secondary",14.4
"SSP3","Zambia",2030,"45--49","Male","Upper Secondary",16.3
"SSP3","Zambia",2035,"45--49","Male","Upper Secondary",17.2
"SSP3","Zambia",2040,"45--49","Male","Upper Secondary",17.6
"SSP3","Zambia",2045,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2050,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2055,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2060,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2065,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2070,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2075,"45--49","Male","Upper Secondary",17.8
"SSP3","Zambia",2015,"50--54","Male","Upper Secondary",9.9
"SSP3","Zambia",2020,"50--54","Male","Upper Secondary",11.2
"SSP3","Zambia",2025,"50--54","Male","Upper Secondary",12.7
"SSP3","Zambia",2030,"50--54","Male","Upper Secondary",14.6
"SSP3","Zambia",2035,"50--54","Male","Upper Secondary",16.4
"SSP3","Zambia",2040,"50--54","Male","Upper Secondary",17.3
"SSP3","Zambia",2045,"50--54","Male","Upper Secondary",17.7
"SSP3","Zambia",2050,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2055,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2060,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2065,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2070,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2075,"50--54","Male","Upper Secondary",18
"SSP3","Zambia",2015,"55--59","Male","Upper Secondary",9.1
"SSP3","Zambia",2020,"55--59","Male","Upper Secondary",10.1
"SSP3","Zambia",2025,"55--59","Male","Upper Secondary",11.3
"SSP3","Zambia",2030,"55--59","Male","Upper Secondary",12.8
"SSP3","Zambia",2035,"55--59","Male","Upper Secondary",14.7
"SSP3","Zambia",2040,"55--59","Male","Upper Secondary",16.6
"SSP3","Zambia",2045,"55--59","Male","Upper Secondary",17.5
"SSP3","Zambia",2050,"55--59","Male","Upper Secondary",17.9
"SSP3","Zambia",2055,"55--59","Male","Upper Secondary",18.1
"SSP3","Zambia",2060,"55--59","Male","Upper Secondary",18.1
"SSP3","Zambia",2065,"55--59","Male","Upper Secondary",18.1
"SSP3","Zambia",2070,"55--59","Male","Upper Secondary",18.1
"SSP3","Zambia",2075,"55--59","Male","Upper Secondary",18.1
"SSP3","Zambia",2015,"60--64","Male","Upper Secondary",8.6
"SSP3","Zambia",2020,"60--64","Male","Upper Secondary",9.3
"SSP3","Zambia",2025,"60--64","Male","Upper Secondary",10.2
"SSP3","Zambia",2030,"60--64","Male","Upper Secondary",11.4
"SSP3","Zambia",2035,"60--64","Male","Upper Secondary",13
"SSP3","Zambia",2040,"60--64","Male","Upper Secondary",14.9
"SSP3","Zambia",2045,"60--64","Male","Upper Secondary",16.8
"SSP3","Zambia",2050,"60--64","Male","Upper Secondary",17.7
"SSP3","Zambia",2055,"60--64","Male","Upper Secondary",18.1
"SSP3","Zambia",2060,"60--64","Male","Upper Secondary",18.3
"SSP3","Zambia",2065,"60--64","Male","Upper Secondary",18.3
"SSP3","Zambia",2070,"60--64","Male","Upper Secondary",18.3
"SSP3","Zambia",2075,"60--64","Male","Upper Secondary",18.3
"SSP3","Zambia",2015,"65--69","Male","Upper Secondary",7.6
"SSP3","Zambia",2020,"65--69","Male","Upper Secondary",8.7
"SSP3","Zambia",2025,"65--69","Male","Upper Secondary",9.4
"SSP3","Zambia",2030,"65--69","Male","Upper Secondary",10.4
"SSP3","Zambia",2035,"65--69","Male","Upper Secondary",11.6
"SSP3","Zambia",2040,"65--69","Male","Upper Secondary",13.2
"SSP3","Zambia",2045,"65--69","Male","Upper Secondary",15.1
"SSP3","Zambia",2050,"65--69","Male","Upper Secondary",17
"SSP3","Zambia",2055,"65--69","Male","Upper Secondary",17.9
"SSP3","Zambia",2060,"65--69","Male","Upper Secondary",18.3
"SSP3","Zambia",2065,"65--69","Male","Upper Secondary",18.5
"SSP3","Zambia",2070,"65--69","Male","Upper Secondary",18.5
"SSP3","Zambia",2075,"65--69","Male","Upper Secondary",18.5
"SSP3","Zambia",2015,"70--74","Male","Upper Secondary",6.4
